Geraniol,Decanoate,Glycine octylester,Myristoleic acid,Hexadecanoic acid,Decanal,Glycerol monodecanoate
2.817272653098809,1.4614584257012921,0.5159909240870456,4.01193104770033,0.9894152262457137,0.6455134517393102,0.8744561981404898
0.6253761820673385,1.9179397961001647,3.720124005521727,4.453835617790931,0.20895666847104355,0.15242454970606018,0.9248369752037187
4.153217697265993,1.598825291185491,0.3271277930803185,2.4794834530391276,3.1426411918396635,0.33675601937893157,0.8114930357066905
1.5159154086819544,0.3352563959192035,0.16149652017199737,0.03486864660061264,0.34578955315472804,1.2620753655352046,0.18225139357218106
1.6096456462378406,2.1216029511954777,0.4219901263972174,0.46140405923468714,0.07718722973699264,0.34327076140826784,0.47400831505776014
1.8318305979814433,4.900627977874645,2.8801680282441913,1.2088767396373248,2.5519092957250833,0.4285333445056111,0.1719211162734832
4.3876991282611595,0.8489563928353513,4.873676108158946,1.3855179591843538,0.37853129168960126,1.2626652486719494,0.37588069263876417
0.6724728829157897,2.0203860708096464,4.801112136746669,2.102033560095961,0.5928192067210182,0.7877065968470451,0.45395778432015577
1.6822509170782702,1.0594754694193125,3.453496722077024,3.304644278878516,1.9929335808809563,0.4080363362361088,0.1936140100664964
1.5038955201141262,1.394701139145351,2.0648962602748804,4.448494584751797,1.825855027395282,0.6404918246615336,0.03549668363381095
